"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Сон","","26-сент.-2021 18:34","26-сент.-2021 21:11",""
"Подгузники","Мокрый","26-сент.-2021 18:20","26-сент.-2021 18:20",""
"Кормление","Правая Грудь","26-сент.-2021 17:47","26-сент.-2021 18:06",""
"Кормление","Левая Грудь","26-сент.-2021 17:36","26-сент.-2021 17:46",""
"Досуг","На животе","26-сент.-2021 17:16","26-сент.-2021 17:20",""
"Подгузники","Оба","26-сент.-2021 17:16","26-сент.-2021 17:16",""
"Сон","","26-сент.-2021 15:43","26-сент.-2021 17:00",""
"Кормление","Левая Грудь","26-сент.-2021 15:22","26-сент.-2021 15:42",""
"Кормление","Правая Грудь","26-сент.-2021 15:07","26-сент.-2021 15:21",""
"Досуг","На животе","26-сент.-2021 15:03","26-сент.-2021 15:07",""
"Сон","","26-сент.-2021 13:12","26-сент.-2021 15:01",""
"Досуг","Прогулка","26-сент.-2021 12:57","26-сент.-2021 14:00",""
"Сон","","26-сент.-2021 12:31","26-сент.-2021 12:57",""
"Подгузники","Мокрый","26-сент.-2021 12:10","26-сент.-2021 12:10",""
"Кормление","Правая Грудь","26-сент.-2021 12:01","26-сент.-2021 12:09",""
"Кормление","Левая Грудь","26-сент.-2021 11:56","26-сент.-2021 12:01",""
"Кормление","Левая Грудь","26-сент.-2021 11:46","26-сент.-2021 11:56",""
"Сон","","26-сент.-2021 11:23","26-сент.-2021 11:44",""
"Досуг","Прогулка","26-сент.-2021 10:54","26-сент.-2021 11:23",""
"Подгузники","Мокрый","26-сент.-2021 10:07","26-сент.-2021 10:07",""
"Кормление","Правая Грудь","26-сент.-2021 09:40","26-сент.-2021 10:07",""
"Кормление","Правая Грудь","26-сент.-2021 09:17","26-сент.-2021 09:29",""
"Кормление","Левая Грудь","26-сент.-2021 09:03","26-сент.-2021 09:17",""
"Сон","","26-сент.-2021 05:32","26-сент.-2021 09:01",""
"Кормление","Левая Грудь","26-сент.-2021 05:20","26-сент.-2021 05:30",""
"Кормление","Правая Грудь","26-сент.-2021 04:54","26-сент.-2021 05:19",""
"Сон","","26-сент.-2021 02:06","26-сент.-2021 04:52",""
"Кормление","Правая Грудь","26-сент.-2021 01:50","26-сент.-2021 02:03",""
"Подгузники","Оба","26-сент.-2021 01:40","26-сент.-2021 01:40",""
"Кормление","Левая Грудь","26-сент.-2021 01:40","26-сент.-2021 01:49",""
"Сон","","26-сент.-2021 00:20","26-сент.-2021 01:35",""
"Кормление","Левая Грудь","25-сент.-2021 22:58","26-сент.-2021 00:20",""
"Кормление","Правая Грудь","25-сент.-2021 22:40","25-сент.-2021 22:50",""
"Сон","","25-сент.-2021 22:35","25-сент.-2021 22:40",""
"Кормление","Бутылочка","25-сент.-2021 21:45","25-сент.-2021 21:45","4мл, гр. молоко"
"Сон","","25-сент.-2021 21:45","25-сент.-2021 22:00",""
"Подгузники","Оба","25-сент.-2021 21:29","25-сент.-2021 21:29",""
"Кормление","Правая Грудь","25-сент.-2021 21:00","25-сент.-2021 21:10","58, 3784"
"Кормление","Левая Грудь","25-сент.-2021 20:45","25-сент.-2021 20:59","3774"
"Досуг","На животе","25-сент.-2021 20:39","25-сент.-2021 20:44",""
"Подгузники","Мокрый","25-сент.-2021 20:38","25-сент.-2021 20:38",""
"Сон","","25-сент.-2021 18:47","25-сент.-2021 20:38",""
"Кормление","Левая Грудь","25-сент.-2021 18:24","25-сент.-2021 18:32",""
"Кормление","Правая Грудь","25-сент.-2021 18:10","25-сент.-2021 18:22",""
"Кормление","Левая Грудь","25-сент.-2021 18:00","25-сент.-2021 18:10",""
"Досуг","Купание","25-сент.-2021 17:50","25-сент.-2021 17:54","шампунь"
"Подгузники","Оба","25-сент.-2021 17:42","25-сент.-2021 17:42","3704"
"Досуг","На животе","25-сент.-2021 17:42","25-сент.-2021 17:48",""
"Сон","","25-сент.-2021 15:45","25-сент.-2021 17:42",""
"Подгузники","Оба","25-сент.-2021 15:36","25-сент.-2021 15:36",""
"Кормление","Левая Грудь","25-сент.-2021 15:16","25-сент.-2021 15:24","38"
"Кормление","Правая Грудь","25-сент.-2021 14:58","25-сент.-2021 15:14","3874"
"Сон","","25-сент.-2021 14:20","25-сент.-2021 14:36",""
"Сон","","25-сент.-2021 14:00","25-сент.-2021 14:20",""
"Подгузники","Мокрый","25-сент.-2021 13:30","25-сент.-2021 13:30",""
"Кормление","Правая Грудь","25-сент.-2021 12:51","25-сент.-2021 13:11",""
"Кормление","Левая Грудь","25-сент.-2021 12:38","25-сент.-2021 12:50",""
"Сон","","25-сент.-2021 11:45","25-сент.-2021 12:34",""
"Сон","","25-сент.-2021 11:30","25-сент.-2021 11:33",""
"Досуг","Прогулка","25-сент.-2021 11:19","25-сент.-2021 12:31",""
"Сон","","25-сент.-2021 10:37","25-сент.-2021 11:19",""
"Кормление","Левая Грудь","25-сент.-2021 10:25","25-сент.-2021 10:37",""
"Кормление","Бутылочка","25-сент.-2021 10:10","25-сент.-2021 10:10","10мл, гр. молоко, из пипетки"
"Кормление","Правая Грудь","25-сент.-2021 09:57","25-сент.-2021 10:10",""
"Кормление","Правая Грудь","25-сент.-2021 09:45","25-сент.-2021 09:53","48, 3826"
"Кормление","Левая Грудь","25-сент.-2021 09:23","25-сент.-2021 09:39","3778"
"Досуг","На животе","25-сент.-2021 09:20","25-сент.-2021 09:23",""
"Подгузники","Мокрый","25-сент.-2021 09:20","25-сент.-2021 09:20",""
"Досуг","Игры","25-сент.-2021 09:12","25-сент.-2021 09:20","массаж"
"Сон","","25-сент.-2021 08:51","25-сент.-2021 09:10",""
"Сон","","25-сент.-2021 08:21","25-сент.-2021 08:36",""
"Подгузники","Мокрый","25-сент.-2021 07:53","25-сент.-2021 07:53",""
"Кормление","Левая Грудь","25-сент.-2021 07:18","25-сент.-2021 07:28","70, 3886"
"Кормление","Правая Грудь","25-сент.-2021 07:03","25-сент.-2021 07:17","3816,3822"
"Сон","","25-сент.-2021 04:18","25-сент.-2021 07:03",""
"Подгузники","Мокрый","25-сент.-2021 03:53","25-сент.-2021 03:53",""
"Кормление","Правая Грудь","25-сент.-2021 03:37","25-сент.-2021 03:49",""
"Кормление","Левая Грудь","25-сент.-2021 03:11","25-сент.-2021 03:36",""
"Сон","","24-сент.-2021 22:44","25-сент.-2021 03:05",""
"Кормление","Левая Грудь","24-сент.-2021 22:34","24-сент.-2021 22:37","567 прибл за сутки"
"Подгузники","Мокрый","24-сент.-2021 22:34","24-сент.-2021 22:34",""
"Кормление","Правая Грудь","24-сент.-2021 22:22","24-сент.-2021 22:34",""
"Кормление","Правая Грудь","24-сент.-2021 22:06","24-сент.-2021 22:17","3700"
"Кормление","Левая Грудь","24-сент.-2021 22:00","24-сент.-2021 22:06","3690"
"Сон","","24-сент.-2021 21:38","24-сент.-2021 21:59",""
"Подгузники","Оба","24-сент.-2021 20:51","24-сент.-2021 20:51",""
"Кормление","Бутылочка","24-сент.-2021 20:37","24-сент.-2021 20:37","10мл, гр. молоко, 66, 3898"
"Кормление","Правая Грудь","24-сент.-2021 20:24","24-сент.-2021 20:33","3884"
"Кормление","Левая Грудь","24-сент.-2021 20:06","24-сент.-2021 20:23","3832"
"Досуг","На животе","24-сент.-2021 19:59","24-сент.-2021 20:05",""
"Сон","","24-сент.-2021 18:40","24-сент.-2021 19:55",""
"Подгузники","Мокрый","24-сент.-2021 18:10","24-сент.-2021 18:10",""
"Кормление","Левая Грудь","24-сент.-2021 17:48","24-сент.-2021 17:51","66, 3784"
"Кормление","Правая Грудь","24-сент.-2021 17:37","24-сент.-2021 17:47",""
"Кормление","Левая Грудь","24-сент.-2021 17:27","24-сент.-2021 17:37",""
"Кормление","Правая Грудь","24-сент.-2021 17:19","24-сент.-2021 17:26","3718"
"Досуг","На животе","24-сент.-2021 17:16","24-сент.-2021 17:18","3722, 3718"
"Сон","","24-сент.-2021 15:53","24-сент.-2021 17:12",""
"Досуг","Прогулка","24-сент.-2021 15:48","24-сент.-2021 16:25",""
"Сон","","24-сент.-2021 15:13","24-сент.-2021 15:19",""
"Кормление","Бутылочка","24-сент.-2021 14:59","24-сент.-2021 15:00","10мл, гр. молоко, 70, 3806"
"Подгузники","Мокрый","24-сент.-2021 14:52","24-сент.-2021 14:52",""
"Подгузники","Оба","24-сент.-2021 14:52","24-сент.-2021 14:52",""
"Кормление","Левая Грудь","24-сент.-2021 14:40","24-сент.-2021 14:41","3798"
"Кормление","Левая Грудь","24-сент.-2021 14:33","24-сент.-2021 14:39",""
"Кормление","Левая Грудь","24-сент.-2021 14:22","24-сент.-2021 14:31","56, 3792"
"Кормление","Правая Грудь","24-сент.-2021 14:09","24-сент.-2021 14:21","3736"
"Досуг","Игры","24-сент.-2021 14:07","24-сент.-2021 14:08","фитбол"
"Досуг","На животе","24-сент.-2021 14:01","24-сент.-2021 14:06",""
"Сон","","24-сент.-2021 12:39","24-сент.-2021 13:59",""
"Подгузники","Мокрый","24-сент.-2021 11:54","24-сент.-2021 11:54",""
"Кормление","Бутылочка","24-сент.-2021 11:49","24-сент.-2021 11:49","20мл, гр. молоко, 70, 3824"
"Кормление","Правая Грудь","24-сент.-2021 11:21","24-сент.-2021 11:29","3806"
"Кормление","Левая Грудь","24-сент.-2021 10:55","24-сент.-2021 11:19","3754"
"Досуг","На животе","24-сент.-2021 10:50","24-сент.-2021 10:53",""
"Сон","","24-сент.-2021 09:54","24-сент.-2021 10:48",""
"Подгузники","Мокрый","24-сент.-2021 09:35","24-сент.-2021 09:35",""
"Кормление","Бутылочка","24-сент.-2021 09:09","24-сент.-2021 09:09","10мл, гр. молоко, 77, 3797"
"Кормление","Правая Грудь","24-сент.-2021 08:48","24-сент.-2021 09:01","3788"
"Кормление","Левая Грудь","24-сент.-2021 08:28","24-сент.-2021 08:47","3720"
"Сон","","24-сент.-2021 07:28","24-сент.-2021 08:23",""
"Подгузники","Мокрый","24-сент.-2021 06:46","24-сент.-2021 06:46",""
"Кормление","Левая Грудь","24-сент.-2021 06:01","24-сент.-2021 06:08","72, 3690"
"Кормление","Правая Грудь","24-сент.-2021 05:27","24-сент.-2021 05:50","3618, 10 мл из пипетки"
"Сон","","24-сент.-2021 02:49","24-сент.-2021 05:27",""
"Кормление","Правая Грудь","24-сент.-2021 02:40","24-сент.-2021 02:46",""
"Кормление","Правая Грудь","24-сент.-2021 02:32","24-сент.-2021 02:36",""
"Кормление","Левая Грудь","24-сент.-2021 02:12","24-сент.-2021 02:31",""
"Подгузники","Мокрый","24-сент.-2021 02:07","24-сент.-2021 02:07",""
"Сон","","23-сент.-2021 22:20","24-сент.-2021 02:06",""
"Кормление","Левая Грудь","23-сент.-2021 21:56","23-сент.-2021 21:59",""
"Кормление","Правая Грудь","23-сент.-2021 21:20","23-сент.-2021 21:49",""
"Сон","","23-сент.-2021 20:33","23-сент.-2021 21:15",""
"Подгузники","Мокрый","23-сент.-2021 20:10","23-сент.-2021 20:10",""
"Кормление","Правая Грудь","23-сент.-2021 19:13","23-сент.-2021 19:19",""
"Кормление","Левая Грудь","23-сент.-2021 18:50","23-сент.-2021 19:08","3632"
"Кормление","Правая Грудь","23-сент.-2021 18:38","23-сент.-2021 18:50",""
"Досуг","На животе","23-сент.-2021 18:34","23-сент.-2021 18:35",""
"Подгузники","Оба","23-сент.-2021 18:30","23-сент.-2021 18:30",""
"Сон","","23-сент.-2021 16:48","23-сент.-2021 18:30",""
"Досуг","Прогулка","23-сент.-2021 16:39","23-сент.-2021 17:25",""
"Подгузники","Оба","23-сент.-2021 15:54","23-сент.-2021 15:54",""
"Кормление","Правая Грудь","23-сент.-2021 15:33","23-сент.-2021 15:42","3636"
"Кормление","Правая Грудь","23-сент.-2021 15:24","23-сент.-2021 15:31","3620"
"Кормление","Левая Грудь","23-сент.-2021 15:11","23-сент.-2021 15:22","3470"
"Подгузники","Мокрый","23-сент.-2021 15:05","23-сент.-2021 15:05",""
"Досуг","На животе","23-сент.-2021 15:04","23-сент.-2021 15:08",""
"Сон","","23-сент.-2021 13:09","23-сент.-2021 15:02",""
"Подгузники","Оба","23-сент.-2021 12:55","23-сент.-2021 12:55",""
"Кормление","Правая Грудь","23-сент.-2021 12:14","23-сент.-2021 12:36","3600"
"Кормление","Левая Грудь","23-сент.-2021 12:02","23-сент.-2021 12:12","3588, 3462"
"Досуг","На животе","23-сент.-2021 11:55","23-сент.-2021 11:59",""
