"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Кормление","Правая Грудь","27-нояб.-2021 15:03","27-нояб.-2021 15:08",""
"Кормление","Левая Грудь","27-нояб.-2021 14:56","27-нояб.-2021 15:02",""
"Кормление","Правая Грудь","27-нояб.-2021 14:45","27-нояб.-2021 14:56",""
"Сон","","27-нояб.-2021 13:33","27-нояб.-2021 14:37","спит в кроватке"
"Сон","","27-нояб.-2021 13:28","27-нояб.-2021 13:33",""
"Кормление","Левая Грудь","27-нояб.-2021 13:17","27-нояб.-2021 13:28",""
"Кормление","Левая Грудь","27-нояб.-2021 13:02","27-нояб.-2021 13:10",""
"Сон","","27-нояб.-2021 12:47","27-нояб.-2021 13:16","под грудь заснул"
"Кормление","Правая Грудь","27-нояб.-2021 12:36","27-нояб.-2021 13:01","заснул"
"Сон","","27-нояб.-2021 11:55","27-нояб.-2021 12:34",""
"Кормление","Левая Грудь","27-нояб.-2021 10:44","27-нояб.-2021 10:45",""
"Кормление","Правая Грудь","27-нояб.-2021 10:37","27-нояб.-2021 10:44",""
"Кормление","Левая Грудь","27-нояб.-2021 10:32","27-нояб.-2021 10:36",""
"Кормление","Левая Грудь","27-нояб.-2021 10:26","27-нояб.-2021 10:32",""
"Здоровье","Лекарство","27-нояб.-2021 10:12","27-нояб.-2021 10:12","Дюфалак 2,5"
"Кормление","Правая Грудь","27-нояб.-2021 10:10","27-нояб.-2021 10:26",""
"Сон","","27-нояб.-2021 09:25","27-нояб.-2021 10:05",""
"Подгузники","Мокрый","27-нояб.-2021 09:03","27-нояб.-2021 09:03",""
"Кормление","Левая Грудь","27-нояб.-2021 08:27","27-нояб.-2021 08:36",""
"Кормление","Правая Грудь","27-нояб.-2021 08:13","27-нояб.-2021 08:26",""
"Сон","","27-нояб.-2021 07:15","27-нояб.-2021 08:10",""
"Кормление","Левая Грудь","27-нояб.-2021 07:11","27-нояб.-2021 07:20","  висел на груди"
"Кормление","Левая Грудь","27-нояб.-2021 07:00","27-нояб.-2021 07:10",""
"Сон","","27-нояб.-2021 06:13","27-нояб.-2021 06:58",""
"Кормление","Правая Грудь","27-нояб.-2021 06:02","27-нояб.-2021 06:15",""
"Кормление","Левая Грудь","27-нояб.-2021 05:37","27-нояб.-2021 05:49",""
"Подгузники","Мокрый","27-нояб.-2021 05:13","27-нояб.-2021 05:13",""
"Кормление","Правая Грудь","27-нояб.-2021 04:32","27-нояб.-2021 04:54",""
"Сон","","27-нояб.-2021 03:07","27-нояб.-2021 04:32",""
"Кормление","Правая Грудь","27-нояб.-2021 02:40","27-нояб.-2021 03:05",""
"Кормление","Левая Грудь","27-нояб.-2021 02:16","27-нояб.-2021 02:33",""
"Сон","","27-нояб.-2021 00:35","27-нояб.-2021 02:15",""
"Кормление","Правая Грудь","27-нояб.-2021 00:25","27-нояб.-2021 00:35",""
"Кормление","Левая Грудь","27-нояб.-2021 00:09","27-нояб.-2021 00:18",""
"Кормление","Правая Грудь","27-нояб.-2021 00:07","27-нояб.-2021 00:09",""
"Кормление","Правая Грудь","26-нояб.-2021 23:40","27-нояб.-2021 00:07",""
"Сон","","26-нояб.-2021 22:06","26-нояб.-2021 23:40",""
"Кормление","Левая Грудь","26-нояб.-2021 21:58","26-нояб.-2021 22:06",""
"Кормление","Правая Грудь","26-нояб.-2021 21:51","26-нояб.-2021 21:57",""
"Сон","","26-нояб.-2021 20:21","26-нояб.-2021 21:49",""
"Подгузники","Мокрый","26-нояб.-2021 20:03","26-нояб.-2021 20:03",""
"Досуг","Купание","26-нояб.-2021 19:40","26-нояб.-2021 19:53",""
"Кормление","Левая Грудь","26-нояб.-2021 19:08","26-нояб.-2021 19:17",""
"Кормление","Правая Грудь","26-нояб.-2021 18:53","26-нояб.-2021 19:08",""
"Сон","","26-нояб.-2021 17:55","26-нояб.-2021 18:49",""
"Сон","","26-нояб.-2021 17:31","26-нояб.-2021 17:51",""
"Кормление","Правая Грудь","26-нояб.-2021 16:27","26-нояб.-2021 16:27",""
"Кормление","Левая Грудь","26-нояб.-2021 16:06","26-нояб.-2021 16:16",""
"Кормление","Правая Грудь","26-нояб.-2021 15:53","26-нояб.-2021 16:04",""
"Подгузники","Мокрый","26-нояб.-2021 15:45","26-нояб.-2021 15:45",""
"Сон","","26-нояб.-2021 15:21","26-нояб.-2021 15:48",""
"Развитие","Вес","26-нояб.-2021 14:39","26-нояб.-2021 14:39","4.6кг"
"Кормление","Левая Грудь","26-нояб.-2021 14:23","26-нояб.-2021 14:32",""
"Кормление","Правая Грудь","26-нояб.-2021 14:06","26-нояб.-2021 14:23",""
"Кормление","Левая Грудь","26-нояб.-2021 13:55","26-нояб.-2021 14:06",""
"Сон","","26-нояб.-2021 12:45","26-нояб.-2021 13:54",""
"Здоровье","Лекарство","26-нояб.-2021 12:39","26-нояб.-2021 12:39","Саше"
"Кормление","Правая Грудь","26-нояб.-2021 11:57","26-нояб.-2021 11:59",""
"Кормление","Левая Грудь","26-нояб.-2021 11:49","26-нояб.-2021 11:56",""
"Кормление","Правая Грудь","26-нояб.-2021 11:36","26-нояб.-2021 11:44",""
"Сон","","26-нояб.-2021 10:48","26-нояб.-2021 11:32",""
"Подгузники","Мокрый","26-нояб.-2021 10:27","26-нояб.-2021 10:27",""
"Кормление","Левая Грудь","26-нояб.-2021 09:28","26-нояб.-2021 09:38",""
"Кормление","Правая Грудь","26-нояб.-2021 09:10","26-нояб.-2021 09:27",""
"Здоровье","Лекарство","26-нояб.-2021 08:40","26-нояб.-2021 08:40","Дюфалак 2 мл"
"Сон","","26-нояб.-2021 08:13","26-нояб.-2021 09:07",""
"Сон","","26-нояб.-2021 07:43","26-нояб.-2021 07:51",""
"Кормление","Левая Грудь","26-нояб.-2021 07:31","26-нояб.-2021 07:43",""
"Сон","","26-нояб.-2021 07:09","26-нояб.-2021 07:31",""
"Подгузники","Мокрый","26-нояб.-2021 06:55","26-нояб.-2021 06:55",""
"Кормление","Правая Грудь","26-нояб.-2021 06:55","26-нояб.-2021 07:09",""
"Кормление","Левая Грудь","26-нояб.-2021 06:14","26-нояб.-2021 06:31",""
"Кормление","Левая Грудь","26-нояб.-2021 05:39","26-нояб.-2021 06:05",""
"Сон","","26-нояб.-2021 04:10","26-нояб.-2021 05:35",""
"Кормление","Правая Грудь","26-нояб.-2021 03:56","26-нояб.-2021 04:10",""
"Сон","","26-нояб.-2021 02:36","26-нояб.-2021 03:56",""
"Подгузники","Мокрый","26-нояб.-2021 02:25","26-нояб.-2021 02:25",""
"Кормление","Правая Грудь","26-нояб.-2021 02:25","26-нояб.-2021 02:36",""
"Кормление","Левая Грудь","26-нояб.-2021 02:10","26-нояб.-2021 02:22",""
"Сон","","26-нояб.-2021 00:57","26-нояб.-2021 02:09",""
"Кормление","Правая Грудь","26-нояб.-2021 00:40","26-нояб.-2021 00:57",""
"Сон","","25-нояб.-2021 23:05","26-нояб.-2021 00:38",""
"Кормление","Левая Грудь","25-нояб.-2021 22:50","25-нояб.-2021 23:04",""
"Сон","","25-нояб.-2021 20:52","25-нояб.-2021 22:47",""
"Кормление","Правая Грудь","25-нояб.-2021 20:34","25-нояб.-2021 20:52",""
"Кормление","Левая Грудь","25-нояб.-2021 20:05","25-нояб.-2021 20:25",""
"Сон","","25-нояб.-2021 19:27","25-нояб.-2021 20:03",""
"Подгузники","Мокрый","25-нояб.-2021 18:55","25-нояб.-2021 18:55",""
"Досуг","Купание","25-нояб.-2021 18:42","25-нояб.-2021 18:55",""
"Сцеживание","Правая","25-нояб.-2021 18:27","25-нояб.-2021 18:34",""
"Кормление","Левая Грудь","25-нояб.-2021 18:14","25-нояб.-2021 18:20",""
"Кормление","Правая Грудь","25-нояб.-2021 18:10","25-нояб.-2021 18:14",""
"Кормление","Правая Грудь","25-нояб.-2021 17:45","25-нояб.-2021 18:03",""
"Сон","","25-нояб.-2021 16:16","25-нояб.-2021 17:44",""
"Подгузники","Грязный","25-нояб.-2021 15:54","25-нояб.-2021 15:54",""
"Кормление","Правая Грудь","25-нояб.-2021 15:17","25-нояб.-2021 15:22",""
"Здоровье","Лекарство","25-нояб.-2021 14:49","25-нояб.-2021 14:49","Саше"
"Кормление","Левая Грудь","25-нояб.-2021 14:45","25-нояб.-2021 15:17",""
"Сон","","25-нояб.-2021 12:50","25-нояб.-2021 14:43",""
"Подгузники","Грязный","25-нояб.-2021 12:20","25-нояб.-2021 12:20",""
"Подгузники","Мокрый","25-нояб.-2021 11:58","25-нояб.-2021 11:58",""
"Кормление","Правая Грудь","25-нояб.-2021 11:44","25-нояб.-2021 11:45",""
"Кормление","Левая Грудь","25-нояб.-2021 11:38","25-нояб.-2021 11:43",""
"Кормление","Правая Грудь","25-нояб.-2021 11:13","25-нояб.-2021 11:35",""
"Сон","","25-нояб.-2021 10:02","25-нояб.-2021 11:10",""
"Кормление","Левая Грудь","25-нояб.-2021 08:53","25-нояб.-2021 09:14",""
"Кормление","Левая Грудь","25-нояб.-2021 08:41","25-нояб.-2021 08:51",""
"Здоровье","Лекарство","25-нояб.-2021 08:01","25-нояб.-2021 08:01","Дюфалак 1 мл"
"Сон","","25-нояб.-2021 07:49","25-нояб.-2021 08:23",""
"Подгузники","Мокрый","25-нояб.-2021 07:40","25-нояб.-2021 07:40",""
"Кормление","Правая Грудь","25-нояб.-2021 06:42","25-нояб.-2021 07:05",""
"Подгузники","Мокрый","25-нояб.-2021 06:35","25-нояб.-2021 06:35",""
"Здоровье","Лекарство","25-нояб.-2021 06:35","25-нояб.-2021 06:35","Свечка 1/2"
"Кормление","Левая Грудь","25-нояб.-2021 06:34","25-нояб.-2021 06:42",""
"Кормление","Левая Грудь","25-нояб.-2021 06:17","25-нояб.-2021 06:22",""
"Сон","","25-нояб.-2021 05:16","25-нояб.-2021 06:14",""
"Кормление","Левая Грудь","25-нояб.-2021 05:01","25-нояб.-2021 05:16",""
"Сон","","25-нояб.-2021 03:14","25-нояб.-2021 05:00",""
"Кормление","Левая Грудь","25-нояб.-2021 02:56","25-нояб.-2021 03:14",""
"Кормление","Правая Грудь","25-нояб.-2021 02:37","25-нояб.-2021 02:38",""
"Кормление","Левая Грудь","25-нояб.-2021 02:31","25-нояб.-2021 02:37",""
"Подгузники","Мокрый","25-нояб.-2021 02:15","25-нояб.-2021 02:15",""
"Кормление","Правая Грудь","25-нояб.-2021 01:46","25-нояб.-2021 02:15",""
"Сон","","24-нояб.-2021 23:40","25-нояб.-2021 01:46",""
"Кормление","Левая Грудь","24-нояб.-2021 23:33","24-нояб.-2021 23:50",""
"Сон","","24-нояб.-2021 22:02","24-нояб.-2021 23:33",""
"Сон","","24-нояб.-2021 21:40","24-нояб.-2021 21:58",""
"Кормление","Правая Грудь","24-нояб.-2021 21:33","24-нояб.-2021 21:40",""
"Кормление","Правая Грудь","24-нояб.-2021 20:59","24-нояб.-2021 21:29",""
"Подгузники","Мокрый","24-нояб.-2021 18:55","24-нояб.-2021 18:55",""
"Сон","","24-нояб.-2021 18:55","24-нояб.-2021 20:53",""
"Кормление","Левая Грудь","24-нояб.-2021 18:09","24-нояб.-2021 18:11",""
"Кормление","Правая Грудь","24-нояб.-2021 18:03","24-нояб.-2021 18:08",""
"Кормление","Левая Грудь","24-нояб.-2021 17:55","24-нояб.-2021 18:02",""
"Кормление","Правая Грудь","24-нояб.-2021 17:52","24-нояб.-2021 17:55",""
"Кормление","Левая Грудь","24-нояб.-2021 17:37","24-нояб.-2021 17:51",""
"Сон","","24-нояб.-2021 13:49","24-нояб.-2021 14:30",""
"Сон","","24-нояб.-2021 03:26","24-нояб.-2021 04:32",""
"Сон","","23-нояб.-2021 23:34","24-нояб.-2021 01:32",""
"Кормление","Правая Грудь","23-нояб.-2021 23:22","23-нояб.-2021 23:34",""
"Кормление","Левая Грудь","23-нояб.-2021 23:00","23-нояб.-2021 23:18",""
"Сон","","23-нояб.-2021 20:47","23-нояб.-2021 22:55",""
"Кормление","Левая Грудь","23-нояб.-2021 20:25","23-нояб.-2021 20:47",""
"Кормление","Бутылочка","23-нояб.-2021 20:25","23-нояб.-2021 20:25","40мл, гр. молоко"
"Сон","","23-нояб.-2021 19:48","23-нояб.-2021 20:19",""
"Подгузники","Мокрый","23-нояб.-2021 19:39","23-нояб.-2021 19:39",""
"Сцеживание","Левая","23-нояб.-2021 19:24","23-нояб.-2021 19:36",""
"Сцеживание","Правая","23-нояб.-2021 19:17","23-нояб.-2021 19:24","10мл"
"Кормление","Правая Грудь","23-нояб.-2021 19:17","23-нояб.-2021 19:17",""
"Кормление","Левая Грудь","23-нояб.-2021 19:17","23-нояб.-2021 19:17",""
"Кормление","Левая Грудь","23-нояб.-2021 15:11","23-нояб.-2021 15:33",""
"Подгузники","Мокрый","23-нояб.-2021 14:36","23-нояб.-2021 14:36",""
"Кормление","Левая Грудь","23-нояб.-2021 13:51","23-нояб.-2021 14:03",""
"Кормление","Правая Грудь","23-нояб.-2021 13:36","23-нояб.-2021 13:51",""
"Сон","","23-нояб.-2021 12:42","23-нояб.-2021 13:34",""
"Подгузники","Мокрый","23-нояб.-2021 12:30","23-нояб.-2021 12:30",""
"Кормление","Левая Грудь","23-нояб.-2021 11:55","23-нояб.-2021 12:26",""
"Кормление","Правая Грудь","23-нояб.-2021 11:23","23-нояб.-2021 11:54",""
"Сон","","23-нояб.-2021 10:34","23-нояб.-2021 11:21",""
"Сон","","23-нояб.-2021 09:53","23-нояб.-2021 10:02",""
"Сон","","23-нояб.-2021 07:30","23-нояб.-2021 08:03",""
"Кормление","Правая Грудь","23-нояб.-2021 07:12","23-нояб.-2021 07:36",""
"Развитие","Голова","23-нояб.-2021 06:44","23-нояб.-2021 06:44","38.5см"
"Развитие","Вес","23-нояб.-2021 06:43","23-нояб.-2021 06:43","4.58кг"
"Развитие","Рост","23-нояб.-2021 06:43","23-нояб.-2021 06:43","58см"
"Кормление","Левая Грудь","23-нояб.-2021 06:00","23-нояб.-2021 06:00",""
"Кормление","Правая Грудь","23-нояб.-2021 05:42","23-нояб.-2021 05:42",""
"Кормление","Левая Грудь","23-нояб.-2021 05:23","23-нояб.-2021 05:42",""
"Сон","","23-нояб.-2021 03:59","23-нояб.-2021 05:23",""
"Кормление","Левая Грудь","23-нояб.-2021 03:59","23-нояб.-2021 03:59",""
"Подгузники","Мокрый","23-нояб.-2021 03:48","23-нояб.-2021 03:48",""
"Кормление","Левая Грудь","23-нояб.-2021 03:48","23-нояб.-2021 03:48",""
"Кормление","Левая Грудь","23-нояб.-2021 01:20","23-нояб.-2021 03:48",""
"Кормление","Левая Грудь","22-нояб.-2021 22:49","22-нояб.-2021 23:29",""
"Сон","","22-нояб.-2021 21:05","22-нояб.-2021 22:33",""
"Кормление","Левая Грудь","22-нояб.-2021 20:49","22-нояб.-2021 21:05",""
"Кормление","Правая Грудь","22-нояб.-2021 20:29","22-нояб.-2021 20:49",""
"Сон","","22-нояб.-2021 20:12","22-нояб.-2021 20:29",""
"Подгузники","Мокрый","22-нояб.-2021 19:56","22-нояб.-2021 19:56",""
"Кормление","Левая Грудь","22-нояб.-2021 19:56","22-нояб.-2021 20:12",""
"Сон","","22-нояб.-2021 17:56","22-нояб.-2021 19:30",""
"Кормление","Правая Грудь","22-нояб.-2021 13:34","22-нояб.-2021 14:12",""
"Подгузники","Мокрый","22-нояб.-2021 13:31","22-нояб.-2021 13:31",""
"Кормление","Левая Грудь","22-нояб.-2021 12:52","22-нояб.-2021 13:05",""
"Кормление","Правая Грудь","22-нояб.-2021 12:39","22-нояб.-2021 12:51",""
"Сон","","22-нояб.-2021 11:37","22-нояб.-2021 12:39",""
"Сон","","22-нояб.-2021 10:55","22-нояб.-2021 11:11",""
"Кормление","Левая Грудь","22-нояб.-2021 09:06","22-нояб.-2021 09:18",""
"Подгузники","Мокрый","22-нояб.-2021 08:50","22-нояб.-2021 08:50",""
"Кормление","Правая Грудь","22-нояб.-2021 08:49","22-нояб.-2021 09:05",""
"Сон","","22-нояб.-2021 07:28","22-нояб.-2021 08:05",""
"Кормление","Левая Грудь","22-нояб.-2021 06:50","22-нояб.-2021 07:27",""
"Кормление","Правая Грудь","22-нояб.-2021 06:16","22-нояб.-2021 06:49",""
"Кормление","Левая Грудь","22-нояб.-2021 06:16","22-нояб.-2021 06:16",""
"Кормление","Левая Грудь","22-нояб.-2021 06:01","22-нояб.-2021 06:15",""
"Подгузники","Мокрый","22-нояб.-2021 05:01","22-нояб.-2021 05:01",""
"Сон","","22-нояб.-2021 05:01","22-нояб.-2021 06:01",""
"Кормление","Левая Грудь","22-нояб.-2021 04:51","22-нояб.-2021 05:00",""
"Кормление","Правая Грудь","22-нояб.-2021 04:37","22-нояб.-2021 04:51",""
"Сон","","22-нояб.-2021 02:44","22-нояб.-2021 04:37",""
"Кормление","Левая Грудь","22-нояб.-2021 02:17","22-нояб.-2021 02:44",""
"Кормление","Правая Грудь","22-нояб.-2021 02:04","22-нояб.-2021 02:16",""
"Сон","","21-нояб.-2021 23:37","22-нояб.-2021 02:04",""
"Сон","","21-нояб.-2021 23:13","21-нояб.-2021 23:37",""
"Кормление","Правая Грудь","21-нояб.-2021 21:41","21-нояб.-2021 22:54",""
"Сон","","21-нояб.-2021 20:11","21-нояб.-2021 21:39",""
"Кормление","Левая Грудь","21-нояб.-2021 16:53","21-нояб.-2021 17:41",""
"Кормление","Правая Грудь","21-нояб.-2021 16:43","21-нояб.-2021 16:53",""
"Сон","","21-нояб.-2021 15:25","21-нояб.-2021 16:41",""
"Кормление","Правая Грудь","21-нояб.-2021 15:19","21-нояб.-2021 15:25",""
"Сон","","21-нояб.-2021 14:57","21-нояб.-2021 15:06",""
"Кормление","Левая Грудь","21-нояб.-2021 13:54","21-нояб.-2021 14:57",""
"Подгузники","Грязный","21-нояб.-2021 13:38","21-нояб.-2021 13:38",""
"Кормление","Правая Грудь","21-нояб.-2021 13:37","21-нояб.-2021 13:53",""
"Сон","","21-нояб.-2021 12:55","21-нояб.-2021 13:36",""
"Кормление","Левая Грудь","21-нояб.-2021 11:55","21-нояб.-2021 12:02",""
"Кормление","Правая Грудь","21-нояб.-2021 11:18","21-нояб.-2021 11:30",""
"Кормление","Левая Грудь","21-нояб.-2021 10:57","21-нояб.-2021 11:18",""
"Сон","","21-нояб.-2021 09:45","21-нояб.-2021 10:28",""
"Подгузники","Мокрый","21-нояб.-2021 09:45","21-нояб.-2021 09:45",""
"Кормление","Левая Грудь","21-нояб.-2021 09:40","21-нояб.-2021 09:45",""
"Кормление","Правая Грудь","21-нояб.-2021 08:43","21-нояб.-2021 08:53",""
"Кормление","Левая Грудь","21-нояб.-2021 08:25","21-нояб.-2021 08:42",""
"Сон","","21-нояб.-2021 08:12","21-нояб.-2021 08:12",""
"Кормление","Правая Грудь","21-нояб.-2021 07:11","21-нояб.-2021 08:08",""
"Кормление","Левая Грудь","21-нояб.-2021 06:47","21-нояб.-2021 07:08",""
"Кормление","Левая Грудь","21-нояб.-2021 06:42","21-нояб.-2021 06:47",""
"Кормление","Правая Грудь","21-нояб.-2021 06:33","21-нояб.-2021 06:40",""
"Кормление","Левая Грудь","21-нояб.-2021 06:32","21-нояб.-2021 06:32",""
"Кормление","Левая Грудь","21-нояб.-2021 05:16","21-нояб.-2021 06:21",""
"Кормление","Левая Грудь","21-нояб.-2021 05:16","21-нояб.-2021 05:16",""
"Кормление","Правая Грудь","21-нояб.-2021 05:16","21-нояб.-2021 05:16",""
"Кормление","Левая Грудь","21-нояб.-2021 04:23","21-нояб.-2021 04:52",""
"Сон","","21-нояб.-2021 03:54","21-нояб.-2021 04:21",""
"Подгузники","Мокрый","21-нояб.-2021 02:53","21-нояб.-2021 02:53",""
"Кормление","Левая Грудь","21-нояб.-2021 02:51","21-нояб.-2021 03:54",""
"Кормление","Правая Грудь","21-нояб.-2021 02:09","21-нояб.-2021 02:15",""
"Сон","","21-нояб.-2021 00:50","21-нояб.-2021 02:06",""
"Кормление","Правая Грудь","21-нояб.-2021 00:25","21-нояб.-2021 00:39",""
"Кормление","Левая Грудь","21-нояб.-2021 00:15","21-нояб.-2021 00:19",""
"Сон","","20-нояб.-2021 23:08","21-нояб.-2021 00:10",""
"Кормление","Правая Грудь","20-нояб.-2021 22:54","20-нояб.-2021 23:05",""
"Сон","","20-нояб.-2021 21:02","20-нояб.-2021 22:53",""
"Кормление","Левая Грудь","20-нояб.-2021 20:16","20-нояб.-2021 20:20",""
"Кормление","Правая Грудь","20-нояб.-2021 20:03","20-нояб.-2021 20:16",""
"Кормление","Левая Грудь","20-нояб.-2021 19:38","20-нояб.-2021 20:03",""
"Кормление","Правая Грудь","20-нояб.-2021 18:58","20-нояб.-2021 19:09",""
"Кормление","Левая Грудь","20-нояб.-2021 18:42","20-нояб.-2021 18:58",""
"Сон","","20-нояб.-2021 17:59","20-нояб.-2021 18:38",""
"Сон","","20-нояб.-2021 17:31","20-нояб.-2021 17:44",""
"Кормление","Правая Грудь","20-нояб.-2021 17:21","20-нояб.-2021 17:29",""
"Кормление","Левая Грудь","20-нояб.-2021 17:01","20-нояб.-2021 17:17",""
"Подгузники","Мокрый","20-нояб.-2021 16:59","20-нояб.-2021 16:59",""
"Досуг","Купание","20-нояб.-2021 16:42","20-нояб.-2021 16:52",""
"Кормление","Правая Грудь","20-нояб.-2021 16:27","20-нояб.-2021 16:34",""
"Кормление","Левая Грудь","20-нояб.-2021 16:20","20-нояб.-2021 16:26",""
"Кормление","Правая Грудь","20-нояб.-2021 16:09","20-нояб.-2021 16:20",""
"Сон","","20-нояб.-2021 15:16","20-нояб.-2021 16:08",""
"Кормление","Левая Грудь","20-нояб.-2021 15:07","20-нояб.-2021 15:16",""
"Кормление","Правая Грудь","20-нояб.-2021 14:52","20-нояб.-2021 15:01",""
"Кормление","Левая Грудь","20-нояб.-2021 14:45","20-нояб.-2021 14:52",""
"Сон","","20-нояб.-2021 14:22","20-нояб.-2021 14:44",""
"Кормление","Левая Грудь","20-нояб.-2021 14:06","20-нояб.-2021 14:24",""
"Кормление","Правая Грудь","20-нояб.-2021 13:57","20-нояб.-2021 14:06",""
"Сон","","20-нояб.-2021 12:12","20-нояб.-2021 13:56",""
"Кормление","Правая Грудь","20-нояб.-2021 12:07","20-нояб.-2021 12:12",""
"Подгузники","Мокрый","20-нояб.-2021 11:56","20-нояб.-2021 11:56",""
"Кормление","Левая Грудь","20-нояб.-2021 11:18","20-нояб.-2021 11:23",""
"Кормление","Правая Грудь","20-нояб.-2021 11:06","20-нояб.-2021 11:18",""
"Кормление","Левая Грудь","20-нояб.-2021 10:51","20-нояб.-2021 11:06",""
"Кормление","Правая Грудь","20-нояб.-2021 10:34","20-нояб.-2021 10:43",""
"Сон","","20-нояб.-2021 09:48","20-нояб.-2021 10:26",""
"Кормление","Левая Грудь","20-нояб.-2021 09:04","20-нояб.-2021 09:11",""
"Подгузники","Мокрый","20-нояб.-2021 08:30","20-нояб.-2021 08:30",""
"Кормление","Левая Грудь","20-нояб.-2021 08:03","20-нояб.-2021 08:11",""
"Кормление","Правая Грудь","20-нояб.-2021 07:54","20-нояб.-2021 08:02",""
"Сон","","20-нояб.-2021 06:51","20-нояб.-2021 07:51",""
"Кормление","Левая Грудь","20-нояб.-2021 06:40","20-нояб.-2021 06:51",""
"Кормление","Правая Грудь","20-нояб.-2021 06:26","20-нояб.-2021 06:37",""
"Сон","","20-нояб.-2021 05:16","20-нояб.-2021 05:43",""
"Кормление","Левая Грудь","20-нояб.-2021 05:10","20-нояб.-2021 05:16",""
"Сон","","20-нояб.-2021 03:57","20-нояб.-2021 05:07",""
"Кормление","Левая Грудь","20-нояб.-2021 03:46","20-нояб.-2021 03:57",""
"Подгузники","Мокрый","20-нояб.-2021 03:46","20-нояб.-2021 03:46",""
"Кормление","Правая Грудь","20-нояб.-2021 03:34","20-нояб.-2021 03:46",""
"Сон","","20-нояб.-2021 01:15","20-нояб.-2021 03:34",""
"Кормление","Левая Грудь","20-нояб.-2021 01:15","20-нояб.-2021 01:15",""
"Кормление","Левая Грудь","20-нояб.-2021 01:05","20-нояб.-2021 01:15",""
"Кормление","Правая Грудь","20-нояб.-2021 00:57","20-нояб.-2021 01:04",""
"Сон","","19-нояб.-2021 23:28","20-нояб.-2021 00:57",""
"Кормление","Левая Грудь","19-нояб.-2021 23:17","19-нояб.-2021 23:26",""
"Кормление","Правая Грудь","19-нояб.-2021 22:51","19-нояб.-2021 23:16",""
"Сон","","19-нояб.-2021 20:35","19-нояб.-2021 22:50",""
"Кормление","Правая Грудь","19-нояб.-2021 20:15","19-нояб.-2021 20:35",""
"Подгузники","Мокрый","19-нояб.-2021 19:45","19-нояб.-2021 19:45",""
"Сон","","19-нояб.-2021 19:45","19-нояб.-2021 20:13",""
"Кормление","Левая Грудь","19-нояб.-2021 19:37","19-нояб.-2021 19:45",""
"Кормление","Правая Грудь","19-нояб.-2021 19:26","19-нояб.-2021 19:36",""
"Кормление","Левая Грудь","19-нояб.-2021 18:26","19-нояб.-2021 18:56",""
"Кормление","Правая Грудь","19-нояб.-2021 18:15","19-нояб.-2021 18:26",""
"Кормление","Левая Грудь","19-нояб.-2021 18:05","19-нояб.-2021 18:13",""
"Кормление","Правая Грудь","19-нояб.-2021 17:55","19-нояб.-2021 18:05",""
"Сон","","19-нояб.-2021 17:27","19-нояб.-2021 17:55",""
"Кормление","Левая Грудь","19-нояб.-2021 17:15","19-нояб.-2021 17:22",""
"Кормление","Левая Грудь","19-нояб.-2021 16:10","19-нояб.-2021 16:16",""
"Подгузники","Мокрый","19-нояб.-2021 15:59","19-нояб.-2021 15:59",""
"Кормление","Левая Грудь","19-нояб.-2021 15:31","19-нояб.-2021 15:38",""
"Кормление","Правая Грудь","19-нояб.-2021 15:14","19-нояб.-2021 15:30",""
"Кормление","Левая Грудь","19-нояб.-2021 15:14","19-нояб.-2021 15:14",""
"Кормление","Левая Грудь","19-нояб.-2021 14:57","19-нояб.-2021 15:05",""
"Кормление","Правая Грудь","19-нояб.-2021 14:45","19-нояб.-2021 14:51",""
"Сон","","19-нояб.-2021 14:01","19-нояб.-2021 14:41","качала  11 мин"
"Подгузники","Мокрый","19-нояб.-2021 13:45","19-нояб.-2021 13:45",""
"Кормление","Левая Грудь","19-нояб.-2021 13:43","19-нояб.-2021 13:47","на сон"
"Кормление","Правая Грудь","19-нояб.-2021 12:45","19-нояб.-2021 12:54",""
"Кормление","Левая Грудь","19-нояб.-2021 12:19","19-нояб.-2021 12:44",""
"Здоровье","Прививка","19-нояб.-2021 11:26","19-нояб.-2021 11:26","Бцж от 19.11.21 кричал перед и после прививки, делали в 10, хотел есть и спать"
"Сон","","19-нояб.-2021 11:26","19-нояб.-2021 12:17","покачала и в мешке уснул"
"Сон","","19-нояб.-2021 11:04","19-нояб.-2021 11:22","на кровати после груди ворочался"
"Кормление","Правая Грудь","19-нояб.-2021 10:54","19-нояб.-2021 11:04",""
"Сон","","19-нояб.-2021 10:25","19-нояб.-2021 10:54","из поликлиники до дома спал"
"Кормление","Левая Грудь","19-нояб.-2021 10:13","19-нояб.-2021 10:18","после прививки"
"Кормление","Левая Грудь","19-нояб.-2021 10:05","19-нояб.-2021 10:11","до прививки успокоить надо было"
"Сон","","19-нояб.-2021 09:00","19-нояб.-2021 09:18","проснулся и не хотел ложиться"
"Кормление","Правая Грудь","19-нояб.-2021 08:48","19-нояб.-2021 08:52","на сон"
"Подгузники","Мокрый","19-нояб.-2021 08:47","19-нояб.-2021 08:47",""
"Кормление","Правая Грудь","19-нояб.-2021 07:53","19-нояб.-2021 08:01",""
"Кормление","Левая Грудь","19-нояб.-2021 07:34","19-нояб.-2021 07:49",""
"Сон","","19-нояб.-2021 06:36","19-нояб.-2021 07:32",""
